list,expression,order,item,firstDisplay,secondDisplay,English,Hindi,tense,half,cond,grammaticalRole,gender,target,location,competitor,target_hindi,target_translations,competitor_hindi,competitor_translations,CompID,expTrials,recordingName
4,noun,13,21,21_2.jpg,21_2_m.jpg,The boy above the f-teacher is standing on number 1.,अध्यापिका के ऊपर वाला लड़का नंबर 1 पर खड़ा है ।,forstanding,1,2,subject,mismatch,1,above,4,laRkaa,boy,adhyaapikaa,f-teacher,11,Y,Y_List4_Order13_Item_21_Cond2_Exp_noun_Tense_forstanding
5,pronoun,13,2,2_2.jpg,2_2_m.jpg,The f-teacher above the boy is standing on number 2.,लड़के के ऊपर वाली अध्यापिका नंबर 2 पर खड़ी है ।,forstanding,1,2,subject,mismatch,2,above,5,adhyaapikaa,f-teacher,laRkaa,boy,1,Y,Y_List5_Order13_Item_2_Cond2_Exp_pronoun_Tense_forstanding
6,pronoun,13,2,2_2.jpg,2_2_m.jpg,The f-teacher above the boy is on number 2.,लड़के के ऊपर वाली अध्यापिका नंबर 2 पर है ।,simple,1,1,subject,mismatch,2,above,5,adhyaapikaa,f-teacher,laRkaa,boy,1,Y,Y_List6_Order13_Item_2_Cond1_Exp_pronoun_Tense_simple
7,noun,13,2,2_2.jpg,2_2_m.jpg,The f-teacher above the boy is standing on number 2.,लड़के के ऊपर वाली अध्यापिका नंबर 2 पर खड़ी है ।,forstanding,1,2,subject,mismatch,2,above,5,adhyaapikaa,f-teacher,laRkaa,boy,1,Y,Y_List7_Order13_Item_2_Cond2_Exp_noun_Tense_forstanding
8,noun,13,2,2_2.jpg,2_2_m.jpg,The f-teacher above the boy is on number 2.,लड़के के ऊपर वाली अध्यापिका नंबर 2 पर है ।,simple,1,1,subject,mismatch,2,above,5,adhyaapikaa,f-teacher,laRkaa,boy,1,Y,Y_List8_Order13_Item_2_Cond1_Exp_noun_Tense_simple
1,pronoun,14,x08,x08.jpg,x08_m.jpg,"the player is on number 2, next to the nail","खिलाड़ी नंबर 2 पर है, कील के बगल में ।",,1,,,,1,,,,player,,,,N,N_List1_Order14_Item_x08_Cond_Exp_pronoun_Tense_
2,pronoun,14,x08,x08.jpg,x08_m.jpg,"the player is on number 2, next to the nail","खिलाड़ी नंबर 2 पर है, कील के बगल में ।",,1,,,,1,,,,player,,,,N,N_List2_Order14_Item_x08_Cond_Exp_pronoun_Tense_
3,noun,14,x08,x08.jpg,x08_m.jpg,"the player is on number 2, next to the nail","खिलाड़ी नंबर 2 पर है, कील के बगल में ।",,1,,,,1,,,,player,,,,N,N_List3_Order14_Item_x08_Cond_Exp_noun_Tense_
4,noun,14,x08,x08.jpg,x08_m.jpg,"the player is on number 2, next to the nail","खिलाड़ी नंबर 2 पर है, कील के बगल में ।",,1,,,,1,,,,player,,,,N,N_List4_Order14_Item_x08_Cond_Exp_noun_Tense_
5,pronoun,14,x47,x47.jpg,x47_m.jpg,the tea-cup is above the swimmer and the barber,चाय का प्याला तैराक और नाई के ऊपर पड़ा है ।,forstanding,1,9,9,,,4,,teacup,,,,,N,N_List5_Order14_Item_x47_Cond9_Exp_pronoun_Tense_forstanding
6,pronoun,14,x47,x47.jpg,x47_m.jpg,the tea-cup is above the swimmer and the barber,चाय का प्याला तैराक और नाई के ऊपर पड़ा है ।,forstanding,1,9,9,,,4,,teacup,,,,,N,N_List6_Order14_Item_x47_Cond9_Exp_pronoun_Tense_forstanding
7,noun,14,x47,x47.jpg,x47_m.jpg,the tea-cup is above the swimmer and the barber,चाय का प्याला तैराक और नाई के ऊपर पड़ा है ।,forstanding,1,9,9,9,1,,4,,teacup,,,,N,N_List7_Order14_Item_x47_Cond9_Exp_noun_Tense_forstanding
8,noun,14,x47,x47.jpg,x47_m.jpg,the tea-cup is above the swimmer and the barber,चाय का प्याला तैराक और नाई के ऊपर पड़ा है ।,forstanding,1,9,9,9,1,,4,,teacup,,,,N,N_List8_Order14_Item_x47_Cond9_Exp_noun_Tense_forstanding
1,pronoun,15,5,5_2.jpg,5_2_m.jpg,The vegetablewoman below the king is sitting on number 5.,राजा के नीचे वाली सब्जीवाली नंबर 5 पर बैठी है ।,forstanding,1,2,subject,mismatch,5,below,2,sabjivaalii,vegetablewoman,raajaa,king,15,Y,Y_List1_Order15_Item_5_Cond2_Exp_pronoun_Tense_forstanding
2,pronoun,15,5,5_2.jpg,5_2_m.jpg,The vegetablewoman below the king is on number 5.,राजा के नीचे वाली सब्जीवाली नंबर 5 पर है ।,simple,1,1,subject,mismatch,5,below,2,sabjivaalii,vegetablewoman,raajaa,king,15,Y,Y_List2_Order15_Item_5_Cond1_Exp_pronoun_Tense_simple
3,noun,15,5,5_2.jpg,5_2_m.jpg,The vegetablewoman below the king is sitting on number 5.,राजा के नीचे वाली सब्जीवाली नंबर 5 पर बैठी है ।,forstanding,1,2,subject,mismatch,5,below,2,sabjivaalii,vegetablewoman,raajaa,king,15,Y,Y_List3_Order15_Item_5_Cond2_Exp_noun_Tense_forstanding
4,noun,15,5,5_2.jpg,5_2_m.jpg,The vegetablewoman below the king is on number 5.,राजा के नीचे वाली सब्जीवाली नंबर 5 पर है ।,simple,1,1,subject,mismatch,5,below,2,sabjivaalii,vegetablewoman,raajaa,king,15,Y,Y_List4_Order15_Item_5_Cond1_Exp_noun_Tense_simple
5,pronoun,15,x58,x58.jpg,x58_m.jpg,"the kettle is on number 1, above the fortune teller","केतली नंबर 1 पर है, ज्योतिष के ऊपर ।",9,1,9,9,,,4,,kettle,,,,,N,N_List5_Order15_Item_x58_Cond9_Exp_pronoun_Tense_9
6,pronoun,15,x58,x58.jpg,x58_m.jpg,"the kettle is on number 1, above the fortune teller","केतली नंबर 1 पर है, ज्योतिष के ऊपर ।",9,1,9,9,,,4,,kettle,,,,,N,N_List6_Order15_Item_x58_Cond9_Exp_pronoun_Tense_9
7,noun,15,x58,x58.jpg,x58_m.jpg,"the kettle is on number 1, above the fortune teller","केतली नंबर 1 पर है, ज्योतिष के ऊपर ।",,1,9,9,9,1,,4,,kettle,,,,N,N_List7_Order15_Item_x58_Cond9_Exp_noun_Tense_
8,noun,15,x58,x58.jpg,x58_m.jpg,"the kettle is on number 1, above the fortune teller","केतली नंबर 1 पर है, ज्योतिष के ऊपर ।",,1,9,9,9,1,,4,,kettle,,,,N,N_List8_Order15_Item_x58_Cond9_Exp_noun_Tense_
1,pronoun,16,x09,x09.jpg,x09_m.jpg,"the ladle is number 2, above the sheep",करछी नंबर 2 पर भेड़ के ऊपर है ।,,1,,,,4,,,,ladle,,,,N,N_List1_Order16_Item_x09_Cond_Exp_pronoun_Tense_
2,pronoun,16,x09,x09.jpg,x09_m.jpg,"the ladle is number 2, above the sheep",करछी नंबर 2 पर भेड़ के ऊपर है ।,,1,,,,4,,,,ladle,,,,N,N_List2_Order16_Item_x09_Cond_Exp_pronoun_Tense_
3,noun,16,x09,x09.jpg,x09_m.jpg,"the ladle is number 2, above the sheep",करछी नंबर 2 पर भेड़ के ऊपर है ।,,1,,,,4,,,,ladle,,,,N,N_List3_Order16_Item_x09_Cond_Exp_noun_Tense_
4,noun,16,x09,x09.jpg,x09_m.jpg,"the ladle is number 2, above the sheep",करछी नंबर 2 पर भेड़ के ऊपर है ।,,1,,,,4,,,,ladle,,,,N,N_List4_Order16_Item_x09_Cond_Exp_noun_Tense_
5,pronoun,16,22,22_2.jpg,22_2_m.jpg,The m-teacher below the girl is standing on number 6.,लड़की के नीचे वाला अध्यापक नंबर 6 पर खड़ा है ।,forstanding,1,2,subject,mismatch,6,below,3,adhyaapak,m-teacher,laRkii,girl,13,Y,Y_List5_Order16_Item_22_Cond2_Exp_pronoun_Tense_forstanding
6,pronoun,16,22,22_2.jpg,22_2_m.jpg,The m-teacher below the girl is on number 6.,लड़की के नीचे वाला अध्यापक नंबर 6 पर है ।,simple,1,1,subject,mismatch,6,below,3,adhyaapak,m-teacher,laRkii,girl,13,Y,Y_List6_Order16_Item_22_Cond1_Exp_pronoun_Tense_simple
7,noun,16,22,22_2.jpg,22_2_m.jpg,The m-teacher below the girl is standing on number 6.,लड़की के नीचे वाला अध्यापक नंबर 6 पर खड़ा है ।,forstanding,1,2,subject,mismatch,6,below,3,adhyaapak,m-teacher,laRkii,girl,13,Y,Y_List7_Order16_Item_22_Cond2_Exp_noun_Tense_forstanding
8,noun,16,22,22_2.jpg,22_2_m.jpg,The m-teacher below the girl is on number 6.,लड़की के नीचे वाला अध्यापक नंबर 6 पर है ।,simple,1,1,subject,mismatch,6,below,3,adhyaapak,m-teacher,laRkii,girl,13,Y,Y_List8_Order16_Item_22_Cond1_Exp_noun_Tense_simple
1,pronoun,17,x27,x27.jpg,x27_m.jpg,"on number 3, (there) is a broom",नंबर 3 पर झाड़ू पड़ी है ।,forstanding,1,9,9,9,3,,,,broom,,,,N,N_List1_Order17_Item_x27_Cond9_Exp_pronoun_Tense_forstanding
2,pronoun,17,x27,x27.jpg,x27_m.jpg,"on number 3, (there) is a broom",नंबर 3 पर झाड़ू पड़ी है ।,forstanding,1,9,9,9,3,,,,broom,,,,N,N_List2_Order17_Item_x27_Cond9_Exp_pronoun_Tense_forstanding
3,noun,17,x27,x27.jpg,x27_m.jpg,"on number 3, (there) is a broom",नंबर 3 पर झाड़ू पड़ी है ।,forstanding,1,9,9,9,3,,,,broom,,,,N,N_List3_Order17_Item_x27_Cond9_Exp_noun_Tense_forstanding
4,noun,17,x27,x27.jpg,x27_m.jpg,"on number 3, (there) is a broom",नंबर 3 पर झाड़ू पड़ी है ।,forstanding,1,9,9,9,3,,,,broom,,,,N,N_List4_Order17_Item_x27_Cond9_Exp_noun_Tense_forstanding
5,pronoun,17,x02,x02.jpg,x02_m.jpg,"the matchbox is on number 6, and the plant and the shell are above it",माचिस नंबर 6 पर है और पौधा और शंख उसके ऊपर हैं ।,,1,,,,,3,,match,,,,,N,N_List5_Order17_Item_x02_Cond_Exp_pronoun_Tense_
6,pronoun,17,x02,x02.jpg,x02_m.jpg,"the matchbox is on number 6, and the plant and the shell are above it",माचिस नंबर 6 पर है और पौधा और शंख उसके ऊपर हैं ।,,1,,,,,3,,match,,,,,N,N_List6_Order17_Item_x02_Cond_Exp_pronoun_Tense_
7,noun,17,x02,x02.jpg,x02_m.jpg,"the matchbox is on number 6, and the plant and the shell are above it",माचिस नंबर 6 पर है और पौधा और शंख उसके ऊपर हैं ।,,1,,,,2,,3,,match,,,,N,N_List7_Order17_Item_x02_Cond_Exp_noun_Tense_
8,noun,17,x02,x02.jpg,x02_m.jpg,"the matchbox is on number 6, and the plant and the shell are above it",माचिस नंबर 6 पर है और पौधा और शंख उसके ऊपर हैं ।,,1,,,,2,,3,,match,,,,N,N_List8_Order17_Item_x02_Cond_Exp_noun_Tense_
1,pronoun,18,37,37_2.jpg,37_2_m.jpg,The priest next to the potter is on number 3.,कुम्हारिन के साथ वाला पंडित नंबर 3 पर है ।,simple,1,1,subject,mismatch,3,next to,2,panDit,priest,kumhaarin,potter,23,Y,Y_List1_Order18_Item_37_Cond1_Exp_pronoun_Tense_simple
2,pronoun,18,37,37_2.jpg,37_2_m.jpg,The priest next to the potter is sitting on number 3.,कुम्हारिन के साथ वाला पंडित नंबर 3 पर बैठा है ।,forstanding,1,2,subject,mismatch,3,next to,2,panDit,priest,kumhaarin,potter,23,Y,Y_List2_Order18_Item_37_Cond2_Exp_pronoun_Tense_forstanding
3,noun,18,37,37_2.jpg,37_2_m.jpg,The priest next to the potter is on number 3.,कुम्हारिन के साथ वाला पंडित नंबर 3 पर है ।,simple,1,1,subject,mismatch,3,next to,2,panDit,priest,kumhaarin,potter,23,Y,Y_List3_Order18_Item_37_Cond1_Exp_noun_Tense_simple
4,noun,18,37,37_2.jpg,37_2_m.jpg,The priest next to the potter is sitting on number 3.,कुम्हारिन के साथ वाला पंडित नंबर 3 पर बैठा है ।,forstanding,1,2,subject,mismatch,3,next to,2,panDit,priest,kumhaarin,potter,23,Y,Y_List4_Order18_Item_37_Cond2_Exp_noun_Tense_forstanding
5,pronoun,18,x44,x44.jpg,x44_m.jpg,"the umbrella is above the lipstick, which is on number 6","छाता लिपस्टिक के ऊपर है, जो कि नंबर 6 पर है ।",9,1,9,9,,,3,,lipstick,,,,,N,N_List5_Order18_Item_x44_Cond9_Exp_pronoun_Tense_9
6,pronoun,18,x44,x44.jpg,x44_m.jpg,"the umbrella is above the lipstick, which is on number 6","छाता लिपस्टिक के ऊपर है, जो कि नंबर 6 पर है ।",9,1,9,9,,,3,,lipstick,,,,,N,N_List6_Order18_Item_x44_Cond9_Exp_pronoun_Tense_9
7,noun,18,x44,x44.jpg,x44_m.jpg,"the umbrella is above the lipstick, which is on number 6","छाता लिपस्टिक के ऊपर है, जो कि नंबर 6 पर है ।",,1,9,9,9,6,,3,,lipstick,,,,N,N_List7_Order18_Item_x44_Cond9_Exp_noun_Tense_
8,noun,18,x44,x44.jpg,x44_m.jpg,"the umbrella is above the lipstick, which is on number 6","छाता लिपस्टिक के ऊपर है, जो कि नंबर 6 पर है ।",,1,9,9,9,6,,3,,lipstick,,,,N,N_List8_Order18_Item_x44_Cond9_Exp_noun_Tense_
1,pronoun,19,x79,x79.jpg,x79_m.jpg,the envelope is on number 4,लिफ़ाफ़ा नंबर 4 पर है ।,,1,9,9,9,4,,,,envelope,,,,N,N_List1_Order19_Item_x79_Cond9_Exp_pronoun_Tense_
2,pronoun,19,x79,x79.jpg,x79_m.jpg,the envelope is on number 4,लिफ़ाफ़ा नंबर 4 पर है ।,,1,9,9,9,4,,,,envelope,,,,N,N_List2_Order19_Item_x79_Cond9_Exp_pronoun_Tense_
3,noun,19,x79,x79.jpg,x79_m.jpg,the envelope is on number 4,लिफ़ाफ़ा नंबर 4 पर है ।,,1,9,9,9,4,,,,envelope,,,,N,N_List3_Order19_Item_x79_Cond9_Exp_noun_Tense_
4,noun,19,x79,x79.jpg,x79_m.jpg,the envelope is on number 4,लिफ़ाफ़ा नंबर 4 पर है ।,,1,9,9,9,4,,,,envelope,,,,N,N_List4_Order19_Item_x79_Cond9_Exp_noun_Tense_
5,pronoun,19,6,6_2.jpg,6_2_m.jpg,The dancer next to the policeman is on number 6.,पुलिसवाले के साथ वाली नर्तकी नंबर 6 पर है ।,simple,1,1,subject,mismatch,6,next to,5,nartaki,dancer,pulisvaalaa,policeman,20,Y,Y_List5_Order19_Item_6_Cond1_Exp_pronoun_Tense_simple
6,pronoun,19,6,6_2.jpg,6_2_m.jpg,The dancer next to the policeman is standing on number 6.,पुलिसवाले के साथ वाली नर्तकी नंबर 6 पर खड़ी है ।,forstanding,1,2,subject,mismatch,6,next to,5,nartaki,dancer,pulisvaalaa,policeman,20,Y,Y_List6_Order19_Item_6_Cond2_Exp_pronoun_Tense_forstanding
7,noun,19,6,6_2.jpg,6_2_m.jpg,The dancer next to the policeman is on number 6.,पुलिसवाले के साथ वाली नर्तकी नंबर 6 पर है ।,simple,1,1,subject,mismatch,6,next to,5,nartaki,dancer,pulisvaalaa,policeman,20,Y,Y_List7_Order19_Item_6_Cond1_Exp_noun_Tense_simple
8,noun,19,6,6_2.jpg,6_2_m.jpg,The dancer next to the policeman is standing on number 6.,पुलिसवाले के साथ वाली नर्तकी नंबर 6 पर खड़ी है ।,forstanding,1,2,subject,mismatch,6,next to,5,nartaki,dancer,pulisvaalaa,policeman,20,Y,Y_List8_Order19_Item_6_Cond2_Exp_noun_Tense_forstanding
1,pronoun,20,x12,x12.jpg,x12_m.jpg,"the bird is standing on number 4, below the plant and the basket","चिड़िया नंबर 4 पर बैठी है, पौधे और टोकरी के नीचे ।",forstanding,1,,,,1,,3,,bird,,,,N,N_List1_Order20_Item_x12_Cond_Exp_pronoun_Tense_forstanding
2,pronoun,20,x12,x12.jpg,x12_m.jpg,"the bird is standing on number 4, below the plant and the basket","चिड़िया नंबर 4 पर बैठी है, पौधे और टोकरी के नीचे ।",forstanding,1,,,,1,,3,,bird,,,,N,N_List2_Order20_Item_x12_Cond_Exp_pronoun_Tense_forstanding
3,noun,20,x12,x12.jpg,x12_m.jpg,"the bird is standing on number 4, below the plant and the basket","चिड़िया नंबर 4 पर बैठी है, पौधे और टोकरी के नीचे ।",forstanding,1,,,,1,,3,,bird,,,,N,N_List3_Order20_Item_x12_Cond_Exp_noun_Tense_forstanding
4,noun,20,x12,x12.jpg,x12_m.jpg,"the bird is standing on number 4, below the plant and the basket","चिड़िया नंबर 4 पर बैठी है, पौधे और टोकरी के नीचे ।",forstanding,1,,,,1,,3,,bird,,,,N,N_List4_Order20_Item_x12_Cond_Exp_noun_Tense_forstanding
5,pronoun,20,x50,x50.jpg,x50_m.jpg,"the tray is standing on number 6, below the ant","ट्रे नंबर 6 पर पड़ी है, चींटी के नीचे ।",forstanding,1,9,9,,,3,,tray,,,,,N,N_List5_Order20_Item_x50_Cond9_Exp_pronoun_Tense_forstanding
6,pronoun,20,x50,x50.jpg,x50_m.jpg,"the tray is standing on number 6, below the ant","ट्रे नंबर 6 पर पड़ी है, चींटी के नीचे ।",forstanding,1,9,9,,,3,,tray,,,,,N,N_List6_Order20_Item_x50_Cond9_Exp_pronoun_Tense_forstanding
7,noun,20,x50,x50.jpg,x50_m.jpg,"the tray is standing on number 6, below the ant","ट्रे नंबर 6 पर पड़ी है, चींटी के नीचे ।",forstanding,1,9,9,9,6,,3,,tray,,,,N,N_List7_Order20_Item_x50_Cond9_Exp_noun_Tense_forstanding
8,noun,20,x50,x50.jpg,x50_m.jpg,"the tray is standing on number 6, below the ant","ट्रे नंबर 6 पर पड़ी है, चींटी के नीचे ।",forstanding,1,9,9,9,6,,3,,tray,,,,N,N_List8_Order20_Item_x50_Cond9_Exp_noun_Tense_forstanding
1,pronoun,21,7,7_2.jpg,7_2_m.jpg,The nurse above the prince is on number 3.,राजकुमार के ऊपर वाली नर्स नंबर 3 पर है ।,simple,1,1,subject,mismatch,3,above,6,nurse,nurse,raajkumaar,prince,25,Y,Y_List1_Order21_Item_7_Cond1_Exp_pronoun_Tense_simple
2,pronoun,21,7,7_2.jpg,7_2_m.jpg,The nurse above the prince is standing on number 3.,राजकुमार के ऊपर वाली नर्स नंबर 3 पर खड़ी है ।,forstanding,1,2,subject,mismatch,3,above,6,nurse,nurse,raajkumaar,prince,25,Y,Y_List2_Order21_Item_7_Cond2_Exp_pronoun_Tense_forstanding
